entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
DoiTuongApDung_doanh_nghiep_bao_hiem,DoiTuongApDung,Doanh nghiệp bảo hiểm,Doanh nghiệp bảo hiểm,163441,rules_fallback,0.9,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
DoiTuongApDung_van_phong_ai_dien_to_chuc_tin_dung_,DoiTuongApDung,Văn phòng đại diện tổ chức tín dụng nước ngoài,Văn phòng đại diện tổ chức tín dụng nước ngoài,166170,rules_fallback,0.9,"Phạm vi điều chỉnh
Luật này quy định về việc thành lập, tổ chức, hoạt động, can thiệp sớm, kiểm soát đặc biệt, tổ chức lại, giải thể, phá sản tổ chức tín dụng; việc thành lập, tổ chức, hoạt động, can thiệp sớm, giải thể, chấm dứt hoạt động của chi nhánh ngân hàng nước ngoài; việc thành lập, hoạt động của văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng; việc xử lý nợ xấu, tài sản bảo đảm của khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ."
DoiTuongApDung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,166170,rules_fallback,0.9,"QUỐC HỘI
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
Luật số: 32/2024/QH15
LUẬT
CÁC TỔ CHỨC TÍN DỤNG
Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam;
Quốc hội ban hành Luật Các tổ chức tín dụng."
DoiTuongApDung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,166170,rules_fallback,0.9,"Phạm vi điều chỉnh
Luật này quy định về việc thành lập, tổ chức, hoạt động, can thiệp sớm, kiểm soát đặc biệt, tổ chức lại, giải thể, phá sản tổ chức tín dụng; việc thành lập, tổ chức, hoạt động, can thiệp sớm, giải thể, chấm dứt hoạt động của chi nhánh ngân hàng nước ngoài; việc thành lập, hoạt động của văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng; việc xử lý nợ xấu, tài sản bảo đảm của khoản nợ xấu của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài, tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ."
DoiTuongApDung_doanh_nghiep_bao_hiem,DoiTuongApDung,Doanh nghiệp bảo hiểm,Doanh nghiệp bảo hiểm,112025,rules_fallback,0.9,"Nghị định này quy định chi tiết và hướng dẫn thi hành một số điều của Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm bao gồm:
a) Thành lập và hoạt động của các doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm sức khỏe, doanh nghiệp tái bảo hiểm (sau đây gọi tắt là doanh nghiệp bảo hiểm), chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài (sau đây gọi tắt là chi nhánh nước ngoài), doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm, cung cấp dịch vụ bảo hiểm qua biên giới, văn phòng đại diện của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm nước ngoài và quỹ bảo vệ người được bảo hiểm;
b) Chế độ quản lý tài chính đối với các doanh nghiệp bảo hiểm, chi nhánh nước ngoài, doanh nghiệp môi giới bảo hiểm."
DoiTuongApDung_van_phong_ai_dien_to_chuc_tin_dung_,DoiTuongApDung,Văn phòng đại diện tổ chức tín dụng nước ngoài,Văn phòng đại diện tổ chức tín dụng nước ngoài,112025,rules_fallback,0.9,"Nghị định này quy định chi tiết và hướng dẫn thi hành một số điều của Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm bao gồm:
a) Thành lập và hoạt động của các doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm sức khỏe, doanh nghiệp tái bảo hiểm (sau đây gọi tắt là doanh nghiệp bảo hiểm), chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài (sau đây gọi tắt là chi nhánh nước ngoài), doanh nghiệp môi giới bảo hiểm, đại lý bảo hiểm, cung cấp dịch vụ bảo hiểm qua biên giới, văn phòng đại diện của doanh nghiệp bảo hiểm, doanh nghiệp môi giới bảo hiểm nước ngoài và quỹ bảo vệ người được bảo hiểm;
b) Chế độ quản lý tài chính đối với các doanh nghiệp bảo hiểm, chi nhánh nước ngoài, doanh nghiệp môi giới bảo hiểm."
DoiTuongApDung_van_phong_ai_dien_to_chuc_tin_dung_,DoiTuongApDung,Văn phòng đại diện tổ chức tín dụng nước ngoài,Văn phòng đại diện tổ chức tín dụng nước ngoài,f69936f0-6937-11f1-a48d-29bc6b0fd706,rules_fallback,0.9,"Tổ chức quy định tại khoản 1 Điều này bao gồm:
a) Công ty đại chúng;
b) Doanh nghiệp nhà nước, công ty trách nhiệm hữu hạn một thành viên do doanh nghiệp nhà nước nắm giữ 100% vốn điều lệ, đơn vị sự nghiệp công lập cổ phần hóa dưới hình thức chào bán chứng khoán ra công chúng;
c) Tổ chức phát hành;
d) Tổ chức niêm yết, tổ chức đăng ký giao dịch; tổ chức tư vấn niêm yết, đăng ký giao dịch;
đ) Tổ chức kiểm toán được chấp thuận;
e) Tổ chức tư vấn chào bán, phát hành, tổ chức bảo lãnh phát hành; tổ chức đấu thầu, đại lý phát hành;
g) Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh, văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam, công ty đầu tư chứng khoán;
h)
[4]
Sở giao dịch chứng khoán Việt Nam và công ty con; Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và công ty con;
i) Cổ đông, nhà đầu tư là tổ chức;
k) Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài tại Việt Nam thực hiện hoạt động lưu ký, bù trừ, thanh toán giao dịch chứng khoán, ngân hàng giám sát;
l) Tổ chức xã hội - nghề nghiệp về chứng khoán;
m) Các tổ chức khác hoạt động trên thị trường chứng khoán hoặc có liên quan đến hoạt động về chứng khoán và thị trường chứng khoán."
DoiTuongApDung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,173460,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
Số: 57/2024/TT-NHNN
Hà Nội, ngày 24 tháng 12 năm 2024
THÔNG TƯ
Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu
của
tổ chức tín dụng phi ngân hàng
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024;
Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
DoiTuongApDung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,117310,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
Số: 41/2016/TT-NHNN
Hà Nội, Ngày 30 tháng 12 năm 2016
THÔNG TƯ
Quy định tỷ lệ an toàn vốn đối với
ngân hàng, chi nhánh ngân hàng nước ngoài
Căn cứ Luật Ngân hàng Nhà nước Việt Nam số
46/2010/QH12
ngày 16 tháng 6 năm 2010;
Căn cứ Luật các tổ chức tín dụng số
47/2010/QH12
ngày 16 tháng 6 năm 2010;
Căn cứ Nghị định số
156/2013/NĐ-CP
ngày 11 tháng 11 năm 2013 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam (sau đây gọi là Ngân hàng Nhà nước) ban hành Thông tư quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài."
DoiTuongApDung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,rules_fallback,0.9,"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
THÔNG TƯ
Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài
Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, có hiệu lực kể từ ngày 24 tháng 12 năm 2024 được sửa đổi, bổ sung bởi:
1."
DoiTuongApDung_ngan_hang_thuong_mai,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,rules_fallback,0.9,"CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
THÔNG TƯ
Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài
Thông tư số 56/2024/TT-NHNN ngày 24 tháng 12 năm 2024 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước ngoài, có hiệu lực kể từ ngày 24 tháng 12 năm 2024 được sửa đổi, bổ sung bởi:
1."
LinhVuc_bao_hiem,LinhVuc,Bảo hiểm,Bảo hiểm,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,rules_fallback,0.9,Chứa từ khóa 'bảo hiểm'
DoiTuongApDung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,186888,rules_fallback,0.9,"Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
DoiTuongApDung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,168859,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
Số: 29/2024/TT-NHNN
Hà Nội, ngày 28 tháng 6 năm 2024
THÔNG TƯ
Quy định về quỹ tín dụng nhân dân
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024;
Căn cứ Luật Hợp tác xã ngày 17 tháng 6 năm 2023;
Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về quỹ tín dụng nhân dân."
DoiTuongApDung_ngan_hang_hop_tac_xa,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,168859,rules_fallback,0.9,Ngân hàng hợp tác xã.
DoiTuongApDung_ngan_hang_thuong_mai,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,173695,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
Số: 56/2024/TT-NHNN
Hà Nội, ngày 24 tháng 12 năm 2024
THÔNG TƯ
Quy định
hồ sơ, thủ tục
cấp Giấy phép
lần đầu
của ngân hàng thương mại,
chi nhánh ngân hàng nước ngoài
,
văn phòng đại diện nước ngoài
_________________________
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024;
Căn cứ Nghị định số
102/2022/NĐ-CP
ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Căn cứ
Nghị định
số 162/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ
quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của
tổ chức tín dụng
là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định
hồ sơ, thủ tục
cấp Giấy phép
lần đầu
của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài, văn phòng đại diện nước
ngoài
."
DoiTuongApDung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,27257,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
-------
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
---------------
Số: 44/2011/TT-NHNN
Hà Nội, ngày 29 tháng 12 năm 2011
THÔNG TƯ
Q
uy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ
của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài
Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010;
Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài như sau:
Chương I
NHỮNG QUY ĐỊNH CHUNG
Điều 1."
LinhVuc_kiem_toan,LinhVuc,Kiểm toán,Kiểm toán,27257,rules_fallback,0.9,Chứa từ khóa 'kiểm toán'
DoiTuongApDung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,173460,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
Số: 57/2024/TT-NHNN
Hà Nội, ngày 24 tháng 12 năm 2024
THÔNG TƯ
Quy định hồ sơ, thủ tục cấp Giấy phép lần đầu
của
tổ chức tín dụng phi ngân hàng
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024;
Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chính vi mô và điều kiện đối với chủ sở hữu của tổ chức tín dụng là công ty trách nhiệm hữu hạn một thành viên, cổ đông sáng lập, thành viên sáng lập;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định hồ sơ, thủ tục cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
DoiTuongApDung_ngan_hang_thuong_mai,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,173460,rules_fallback,0.9,"Thành viên góp vốn
là doanh nghiệp Việt Nam, ngân hàng thương mại Việt Nam, tổ chức tín dụng nước ngoài góp vốn vào tổ chức tín dụng phi ngân hàng trách nhiệm hữu hạn hai thành viên trở lên."
DoiTuongApDung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,27257,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
-------
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
---------------
Số: 44/2011/TT-NHNN
Hà Nội, ngày 29 tháng 12 năm 2011
THÔNG TƯ
Q
uy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ
của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài
Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010;
Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Ngân hàng Nhà nước Việt Nam quy định về hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài như sau:
Chương I
NHỮNG QUY ĐỊNH CHUNG
Điều 1."
LinhVuc_kiem_toan,LinhVuc,Kiểm toán,Kiểm toán,143217,rules_fallback,0.9,Chứa từ khóa 'kiểm toán'
DoiTuongApDung_to_chuc_tin_dung,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,164719,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
Số: 22/2023/TT-NHNN
Hà Nội, ngày 29 tháng 12 năm 2023
THÔNG TƯ
Sửa đổi, bổ sung một số điều của Thông tư số
41/2016/TT-NHNN
ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 16 tháng 6 năm 2010 và Luật sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng ngày 20 tháng 11 năm 2017;
Căn cứ Nghị định số
102/2022/NĐ-CP
ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của Thông tư số
41/2016/TT-NHNN
ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài."
DoiTuongApDung_chi_nhanh_ngan_hang_nuoc_ngoai,DoiTuongApDung,Chi nhánh ngân hàng nước ngoài,Chi nhánh ngân hàng nước ngoài,164719,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập – Tự do – Hạnh phúc
Số: 22/2023/TT-NHNN
Hà Nội, ngày 29 tháng 12 năm 2023
THÔNG TƯ
Sửa đổi, bổ sung một số điều của Thông tư số
41/2016/TT-NHNN
ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 16 tháng 6 năm 2010 và Luật sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng ngày 20 tháng 11 năm 2017;
Căn cứ Nghị định số
102/2022/NĐ-CP
ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư sửa đổi, bổ sung một số điều của Thông tư số
41/2016/TT-NHNN
ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài."
LinhVuc_bao_hiem,LinhVuc,Bảo hiểm,Bảo hiểm,95652,rules_fallback,0.9,Chứa từ khóa 'bảo hiểm'
LinhVuc_kiem_toan,LinhVuc,Kiểm toán,Kiểm toán,133858,rules_fallback,0.9,Chứa từ khóa 'kiểm toán'
DoiTuongApDung_ngan_hang_thuong_mai,DoiTuongApDung,Ngân hàng thương mại,Ngân hàng thương mại,f69936f0-6937-11f1-a48d-29bc6b0fd706,rules_fallback,0.9,"Tổ chức quy định tại khoản 1 Điều này bao gồm:
a) Công ty đại chúng;
b) Doanh nghiệp nhà nước, công ty trách nhiệm hữu hạn một thành viên do doanh nghiệp nhà nước nắm giữ 100% vốn điều lệ, đơn vị sự nghiệp công lập cổ phần hóa dưới hình thức chào bán chứng khoán ra công chúng;
c) Tổ chức phát hành;
d) Tổ chức niêm yết, tổ chức đăng ký giao dịch; tổ chức tư vấn niêm yết, đăng ký giao dịch;
đ) Tổ chức kiểm toán được chấp thuận;
e) Tổ chức tư vấn chào bán, phát hành, tổ chức bảo lãnh phát hành; tổ chức đấu thầu, đại lý phát hành;
g) Công ty chứng khoán, công ty quản lý quỹ đầu tư chứng khoán, chi nhánh, văn phòng đại diện công ty chứng khoán, công ty quản lý quỹ nước ngoài tại Việt Nam, công ty đầu tư chứng khoán;
h)
[4]
Sở giao dịch chứng khoán Việt Nam và công ty con; Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và công ty con;
i) Cổ đông, nhà đầu tư là tổ chức;
k) Ngân hàng thương mại, chi nhánh ngân hàng nước ngoài tại Việt Nam thực hiện hoạt động lưu ký, bù trừ, thanh toán giao dịch chứng khoán, ngân hàng giám sát;
l) Tổ chức xã hội - nghề nghiệp về chứng khoán;
m) Các tổ chức khác hoạt động trên thị trường chứng khoán hoặc có liên quan đến hoạt động về chứng khoán và thị trường chứng khoán."
DoiTuongApDung_quy_tin_dung_nhan_dan,DoiTuongApDung,Quỹ tín dụng nhân dân,Quỹ tín dụng nhân dân,168220,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
---------
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
----------------------------
Số: 27 /2024/TT-NHNN
Hà Nội, ngày 28 tháng 6 năm 2024
THÔNG TƯ
Quy định về ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ
bảo đảm an toàn hệ thống quỹ tín dụng nhân dân
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024;
Căn cứ Luật Hợp tác xã ngày 20 tháng 6 năm 2023;
Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân."
DoiTuongApDung_ngan_hang_hop_tac_xa,DoiTuongApDung,Ngân hàng hợp tác xã,Ngân hàng hợp tác xã,168220,rules_fallback,0.9,"NGÂN HÀNG NHÀ NƯỚC
VIỆT NAM
---------
CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM
Độc lập - Tự do - Hạnh phúc
----------------------------
Số: 27 /2024/TT-NHNN
Hà Nội, ngày 28 tháng 6 năm 2024
THÔNG TƯ
Quy định về ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ
bảo đảm an toàn hệ thống quỹ tín dụng nhân dân
Căn cứ Luật Ngân hàng Nhà nước Việt Nam ngày 16 tháng 6 năm 2010;
Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024;
Căn cứ Luật Hợp tác xã ngày 20 tháng 6 năm 2023;
Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;
Theo đề nghị của Chánh Thanh tra, giám sát ngân hàng;
Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân."
